"","FECHA","PRECIPmm","EVAPmm","tmin","tmax"
"13470","17/03/1995","0","8.8",5,24
"13471","18/03/1995","0","11.7",6,24
"13472","19/03/1995","0","8.3",10,27
"13473","20/03/1995","0","8.8",7,27
"13474","21/03/1995","0","12.2",10,32
"13475","22/03/1995","0","13.7",10,28
"13476","23/03/1995","0","12.6",11,28
"13477","24/03/1995","0","12.8",11,28
"13478","25/03/1995","0","14.1",10,26
"13479","26/03/1995","0","14.6",8,26
"13480","27/03/1995","0","9.9",8,30
"13481","28/03/1995","0","17.8",9,29
"13482","29/03/1995","0","17.4",10,28
"13483","30/03/1995","0","15.1",11,25
"13484","31/03/1995","0","17.7",11,22
"13485","01/04/1995","0","13.5",3,25
"13486","02/04/1995","0","8.4",6,24
"13487","03/04/1995","0","13.2",7,23
"13488","04/04/1995","0","15.7",3,23
"13489","05/04/1995","0","12.8",5,22
"13490","06/04/1995","0","12.3",5,26
"13491","07/04/1995","0","14.8",6,26
"13492","08/04/1995","0","16.2",8,27
"13493","09/04/1995","0","13.5",9,25
"13494","10/04/1995","0","7.8",9,24
"13495","11/04/1995","0","16",4.5,27
"13496","12/04/1995","0","10.6",5,26
"13497","13/04/1995","0","15.2",8,30
"13498","14/04/1995","0","15.8",10,29
"13499","15/04/1995","0","8.7",10,29
"13500","16/04/1995","0","5.6",13,27
"13501","17/04/1995","0","15.4",13,26
"13502","18/04/1995","0","16.1",9,25
"13503","19/04/1995","0","16.8",8,25
"13504","20/04/1995","0","13.4",7,27
"13505","21/04/1995","0","16.2",8,30
"13506","22/04/1995","0","8.1",11,29
"13507","23/04/1995","0","12.5",8,30
"13508","24/04/1995","0","6.6",8,28
"13509","25/04/1995","0","10",10,27
"13510","26/04/1995","0","12.7",11,27
"13511","27/04/1995","0","Nulo",10,27
"13512","28/04/1995","0","Nulo",10,29
"13513","29/04/1995","0","Nulo",10,30
"13514","30/04/1995","0","8.9",8,30
"13515","01/05/1995","0","15.2",8,31
"13516","02/05/1995","0","17.3",11,30
"13517","03/05/1995","0","17",15,30
"13518","04/05/1995","0","12",13,30
"13519","05/05/1995","0","14.4",12,31
"13520","06/05/1995","0","14.9",12,30
"13521","07/05/1995","0","16.4",10,25
"13522","08/05/1995","0","12.7",10,27
"13523","09/05/1995","0","15.7",11,32
"13524","10/05/1995","0","17.5",13,32
"13525","11/05/1995","0","8.6",11,24
"13526","12/05/1995","0","Nulo",13,33
"13527","13/05/1995","0","Nulo",9,31
"13528","14/05/1995","0","Nulo",11,32
"13529","15/05/1995","0","Nulo",13,22
"13530","16/05/1995","0","Nulo",10,32
"13531","17/05/1995","0","Nulo",13,25
"13532","18/05/1995","0","Nulo",6,22
"13533","19/05/1995","0","Nulo",12,34
"13534","20/05/1995","0","Nulo",14,33
"13535","21/05/1995","0","14.8",14,33
"13536","22/05/1995","0","14.4",16,31
"13537","23/05/1995","0","16.3",13,32
"13538","24/05/1995","0","12.6",15,31
"13539","25/05/1995","0","14.8",16.5,32
"13540","26/05/1995","0","15.4",15,30
"13541","27/05/1995","0","6.7",14,30
"13542","28/05/1995","0","9.9",14,32
"13543","29/05/1995","0","17.1",15,32
"13544","30/05/1995","0","17.3",14,31
"13545","31/05/1995","0","12.8",14,31
"13546","01/06/1995","0","16.6",15,32
"13547","02/06/1995","0","17.8",16,33
"13548","03/06/1995","0","13.9",15,33
"13549","04/06/1995","0","11.7",12,33
"13550","05/06/1995","0","10.4",14,32
"13551","06/06/1995","0","16.2",13,32
"13552","07/06/1995","0","14.1",13.5,31
"13553","08/06/1995","0","13.6",13,32
"13554","09/06/1995","0","13.1",12.5,34
"13555","10/06/1995","0","14.5",14,34
"13556","11/06/1995","3","17.5",16,31.5
"13557","12/06/1995","0","5.6",13,28
"13558","13/06/1995","0","13.6",14.5,31
"13559","14/06/1995","0","13.8",15,30
"13560","15/06/1995","0.5","16",16,31
"13561","16/06/1995","0","10.9",15,34
"13562","17/06/1995","0.3","11.4",15,29
"13563","18/06/1995","3.7","9.1",16,27
"13564","19/06/1995","4.5","11",15,25
"13565","20/06/1995","5.1","6.6",15,23
"13566","21/06/1995","11.4","7.2",15,27
"13567","22/06/1995","0","11.4",16,27
"13568","23/06/1995","0","7.4",17,30
"13569","24/06/1995","0","14.9",15,31
"13570","25/06/1995","0","10.8",16,31
"13571","26/06/1995","0","12.9",17,30
"13572","27/06/1995","0","14.1",15,30
"13573","28/06/1995","0","16",17,31
"13574","29/06/1995","5.8","14.2",19,28
"13575","30/06/1995","0","12.5",17,28
"13576","01/07/1995","0","9.7",17,27
"13577","02/07/1995","6.3","11.9",17,30
"13578","03/07/1995","0","9.1",16,25
"13579","04/07/1995","0","6.7",15,28
"13580","05/07/1995","6.3","9.2",17,28
"13581","06/07/1995","5.2","6.4",14,24
"13582","07/07/1995","0","10.2",14,27
"13583","08/07/1995","6","9.4",15,26
"13584","09/07/1995","19.5","13.6",13,24
"13585","10/07/1995","0.1","8.9",14,25
"13586","11/07/1995","0.4","6.8",14,26
"13587","12/07/1995","0.3","10.7",16,27.5
"13588","13/07/1995","3.2","13.5",15.5,27
"13589","14/07/1995","19","5.8",15,27
"13590","15/07/1995","1.5","11.8",14,27
"13591","16/07/1995","1","5.9",18,28
"13592","17/07/1995","0","4.5",14,24
"13593","18/07/1995","12.6","7.6",14,24
"13594","19/07/1995","0","7.9",14,24
"13595","20/07/1995","0","6.8",13,26
"13596","21/07/1995","0","7.9",15,26
"13597","22/07/1995","0","7.8",14,29
"13598","23/07/1995","0","9.1",15,29
"13599","24/07/1995","3","12.6",15,29
"13600","25/07/1995","0","8.1",12,28
"13601","26/07/1995","0","11.3",16,29
"13602","27/07/1995","0","12.8",15,30
"13603","28/07/1995","0","10.6",17,29
"13604","29/07/1995","0","8",17,27
"13605","30/07/1995","0","13.7",17,31
"13606","31/07/1995","1.5","9.6",16,28.5
"13607","01/08/1995","0","9",15,28
"13608","02/08/1995","0","8.9",16,27
"13609","03/08/1995","18.8","13.6",17,27
"13610","04/08/1995","0","10",15.5,28
"13611","05/08/1995","0","8.4",14,28
"13612","06/08/1995","1.5","7.9",14,26
"13613","07/08/1995","14","6.6",17,25
"13614","08/08/1995","0","9.7",15.5,26
"13615","09/08/1995","3.2","9.1",16,26
"13616","10/08/1995","0","8.1",14,27
"13617","11/08/1995","4.5","8.1",14,27
"13618","12/08/1995","19.5","10",14,22
"13619","13/08/1995","0","2.6",15,23
"13620","14/08/1995","1.6","5.9",15,25
"13621","15/08/1995","0.2","6.1",15,27
"13622","16/08/1995","11.8","8.2",16,26
"13623","17/08/1995","0.5","7",15,25
"13624","18/08/1995","2.4","4.9",14,25
"13625","19/08/1995","0.9","7.3",12,25
"13626","20/08/1995","0","3.8",14,25
"13627","21/08/1995","0","7.5",15,27
"13628","22/08/1995","0","8.9",15.5,27
"13629","23/08/1995","0.2","5.8",15,27
"13630","24/08/1995","2.8","7.1",15,25
"13631","25/08/1995","0","6.5",14,27
"13632","26/08/1995","0.5","9.4",13,27
"13633","27/08/1995","0","9.6",14,27
"13634","28/08/1995","23.7","8.9",15,25
"13635","29/08/1995","4.8","7.5",14,27
"13636","30/08/1995","5","7.8",15,27
"13637","31/08/1995","0","7.5",15,26
"13638","01/09/1995","10.5","7.4",15,26
"13639","02/09/1995","2.6","6.7",14,24
"13640","03/09/1995","0.2","5.8",14,22
"13641","04/09/1995","0","3.6",15,23
"13642","05/09/1995","0","3.7",12.5,26
"13643","06/09/1995","0","7.1",14,26
"13644","07/09/1995","0","6.4",12,26.5
"13645","08/09/1995","0","9.7",12.5,29
"13646","09/09/1995","1.3","13.6",15,27
"13647","10/09/1995","2","11",14,25
"13648","11/09/1995","0","6.5",15,25
"13649","12/09/1995","5","8.9",13,24
"13650","13/09/1995","34","3.4",14,18
"13651","14/09/1995","0","6.3",13,24
"13652","15/09/1995","1.2","4.4",14,26
"13653","16/09/1995","0","5.4",13,26
"13654","17/09/1995","0","7.3",13,26.5
"13655","18/09/1995","0","6.3",14,28.5
"13656","19/09/1995","24","8.9",16,27
"13657","20/09/1995","8.5","7.5",14,25
"13658","21/09/1995","0.2","7.6",14,25
"13659","22/09/1995","11","6.2",14,22
"13660","23/09/1995","0","5.9",13,22
"13661","24/09/1995","0","4.5",13,25
"13662","25/09/1995","0","3.7",13,25
"13663","26/09/1995","0","7.7",12,27
"13664","27/09/1995","0","8.4",12,27
"13665","28/09/1995","0","6.7",11,27
"13666","29/09/1995","0","8.3",12,30
"13667","30/09/1995","0","11.6",14,29
"13668","01/10/1995","0","10.9",14,28
"13669","02/10/1995","0","8.4",14,27
"13670","03/10/1995","0","10.1",14,25.5
"13671","04/10/1995","0","8.3",10,28
"13672","05/10/1995","0","11.4",10.5,26
"13673","06/10/1995","0","10.9",9,28
"13674","07/10/1995","0","9",12,27
"13675","08/10/1995","0","6.4",12,27
"13676","09/10/1995","0","9.5",10,27.5
"13677","10/10/1995","0","10.2",9.5,26
"13678","11/10/1995","0","10.1",8,23
"13679","12/10/1995","0","10.3",6,22
"13680","13/10/1995","0","10.1",5,21
"13681","14/10/1995","0","9.5",7,21
"13682","15/10/1995","0","3.9",6,22
"13683","16/10/1995","0","10.5",2,24
"13684","17/10/1995","0","7.4",4.5,24
"13685","18/10/1995","0","9.8",5,26
"13686","19/10/1995","0","9.2",7,24
"13687","20/10/1995","0","9.6",6,23
"13688","21/10/1995","0","9.1",7,25
"13689","22/10/1995","0","6.1",7,27
"13690","23/10/1995","0","10.9",7,26
"13691","24/10/1995","0","9.1",9,27
"13692","25/10/1995","0","8.1",9,27
"13693","26/10/1995","0","10.5",10,25
"13694","27/10/1995","0","8.2",7,23
"13695","28/10/1995","0","7.7",6,24
"13696","29/10/1995","0","10.7",6,25
"13697","30/10/1995","0","7.7",6,23
"13698","31/10/1995","0","10.1",6,22
"13699","01/11/1995","0","9.9",5,22
"13700","02/11/1995","0","8.1",7,24
"13701","03/11/1995","0","8.4",9,26
"13702","04/11/1995","0","8.6",8,27
"13703","05/11/1995","0","10.7",9,25.5
"13704","06/11/1995","0","9.1",11,23
"13705","07/11/1995","0","7.3",11.5,24
"13706","08/11/1995","0","7.7",9,26
"13707","09/11/1995","0","6.3",9,27
"13708","10/11/1995","0","8.6",11,23
"13709","11/11/1995","0","5.5",9,24
"13710","12/11/1995","0","7",8,23
"13711","13/11/1995","0","6.2",7,27
"13712","14/11/1995","0","4.1",8,22
"13713","15/11/1995","0","8.7",8,24
"13714","16/11/1995","0","8.5",8,24
"13715","17/11/1995","0","6.9",8,20
"13716","18/11/1995","0","10.3",6,17
"13717","19/11/1995","0","7",2,20
"13718","20/11/1995","0","3.1",3,18
"13719","21/11/1995","0","8.3",3,20
"13720","22/11/1995","0","6.6",4,22
"13721","23/11/1995","0","7.4",3,22
"13722","24/11/1995","0","8.3",1,20
"13723","25/11/1995","0","8.7",2,22
"13724","26/11/1995","0","5.9",0,24
"13725","27/11/1995","0","6.2",4,24
"13726","28/11/1995","0","7.5",5,22
"13727","29/11/1995","0","7.4",3,22
"13728","30/11/1995","0","8.4",3,22
"13729","01/12/1995","0","8.6",3,23
"13730","02/12/1995","0","8",5,25
"13731","03/12/1995","0","8",6,23
"13732","04/12/1995","0","3.2",4.5,25
"13733","05/12/1995","0","10.3",4,25
"13734","06/12/1995","0","8.3",3,26
"13735","07/12/1995","0","9.2",2.5,24
"13736","08/12/1995","0","7.7",6,20
"13737","09/12/1995","0","8.8",7,20
"13738","10/12/1995","0","6.7",4,20
"13739","11/12/1995","0","3",4,21
"13740","12/12/1995","0","5.7",4,21
"13741","13/12/1995","0","8.3",1,21
"13742","14/12/1995","0","6.7",1,21
"13743","15/12/1995","0","6.9",3,21
"13744","16/12/1995","0","8.3",3,20
"13745","17/12/1995","0","10.5",2,16
"13746","18/12/1995","0","3.3",5,16.5
"13747","19/12/1995","0","6.3",3,19
"13748","20/12/1995","0","8.8",1,16
"13749","21/12/1995","0","6.7",2,14
"13750","22/12/1995","0","7.9",3,14
"13751","23/12/1995","0","5.7",2,18
"13752","24/12/1995","0.2","7.2",1,20
"13753","25/12/1995","0.5","4.9",6,16
"13754","26/12/1995","1","2.9",2,16
"13755","27/12/1995","3","1.2",3,13
"13756","28/12/1995","0","3",3,14
"13757","29/12/1995","0","2.4",0,17
"13758","30/12/1995","0","5.7",0,18
"13759","31/12/1995","0","4.8",2,19
"13760","01/01/1996","0","6.9",2.5,16
"13761","02/01/1996","0","7",0.5,15
"13762","03/01/1996","0","9.8",0,13
"13763","04/01/1996","0","3.7",-2,20
"13764","05/01/1996","0","5.6",-2,19
"13765","06/01/1996","0","5.1",-2,20
"13766","07/01/1996","0","5.9",-2,19
"13767","08/01/1996","0","7.5",-2,18
"13768","09/01/1996","0","6.1",-1.5,20
"13769","10/01/1996","0","6.4",-0.5,21
"13770","11/01/1996","0","6.5",1,20
"13771","12/01/1996","0","8.1",0,18
"13772","13/01/1996","0","7.2",-2,22
"13773","14/01/1996","0","6.9",-2,24
"13774","15/01/1996","0","3.9",1,20
"13775","16/01/1996","0","6.4",0,24
"13776","17/01/1996","0","9.8",1,22
"13777","18/01/1996","0","9",6,20
"13778","19/01/1996","0","7",1,26
"13779","20/01/1996","0","8.6",1,25
"13780","21/01/1996","0","7.3",3,22
"13781","22/01/1996","0","5.4",4,23
"13782","23/01/1996","0","7.7",6,21
"13783","24/01/1996","0","8.3",-2,21
"13784","25/01/1996","0","7.3",-2,22.5
"13785","26/01/1996","0","8.7",1,24
"13786","27/01/1996","0","7.8",1,25
"13787","28/01/1996","0","9.4",1,23
"13788","29/01/1996","0","5.7",3,23
"13789","30/01/1996","0","7",3,25
"13790","31/01/1996","0","8.9",3,25
"13791","01/02/1996","0","8.2",3.5,20
"13792","02/02/1996","0","10.1",2,20
"13793","03/02/1996","0","12",2,20
"13794","04/02/1996","0","7.9",2,19
"13795","05/02/1996","0","3",1,22
"13796","06/02/1996","0","7.7",2.5,22.5
"13797","07/02/1996","0","8.9",4,23
"13798","08/02/1996","0","9.6",4.5,22
"13799","09/02/1996","0","8.4",5,21
"13800","10/02/1996","0","10.1",4,23
"13801","11/02/1996","0","8.4",3,22
"13802","12/02/1996","0","4.7",3.5,16
"13803","13/02/1996","0","5.4",3,23
"13804","14/02/1996","0","9.4",6,20
"13805","15/02/1996","0","13.6",5,22
"13806","16/02/1996","0","11.6",3,23
"13807","17/02/1996","0","10.1",3,25
"13808","18/02/1996","0","8.5",3,20
"13809","19/02/1996","0","3.4",5,25
"13810","20/02/1996","0","10.8",5,22
"13811","21/02/1996","0","8.9",6,27
"13812","22/02/1996","0","13.6",8,27
"13813","23/02/1996","0","12.5",8,29
"13814","24/02/1996","0","10.6",7,28
"13815","25/02/1996","0","9.3",7,25
"13816","26/02/1996","0","10.6",6,22
"13817","27/02/1996","0","10.1",7,23
"13818","28/02/1996","0","10.3",7,23
"13819","29/02/1996","0","12",8,25
"13820","01/03/1996","0","13.1",7,25
"13821","02/03/1996","0","15.5",3,25
"13822","03/03/1996","0","11.6",4,26
"13823","04/03/1996","0","9.5",6,25.5
"13824","05/03/1996","0","10.5",6,25
"13825","06/03/1996","0","13.7",7,25
"13826","07/03/1996","0","15.6",6,16
"13827","08/03/1996","0","9.6",2,21
"13828","09/03/1996","0","9.7",3,20
"13829","10/03/1996","0","3.7",-1,21
"13830","11/03/1996","0","7.3",1,25
"13831","12/03/1996","0","8.3",3,25
"13832","13/03/1996","0","10.5",7,24
"13833","14/03/1996","0","12",5,25
"13834","15/03/1996","0","13",4,26
"13835","16/03/1996","0","15.9",6,22
"13836","17/03/1996","0","13.3",2,25
"13837","18/03/1996","0","10.5",2,23
"13838","19/03/1996","0","9.3",4,25
"13839","20/03/1996","0","10.3",5,23
"13840","21/03/1996","0","9.3",5,25
"13841","22/03/1996","0","9.7",8,23
"13842","23/03/1996","0","12.4",7,23
"13843","24/03/1996","0","13.6",6,22
"13844","25/03/1996","0","8.9",5,25
"13845","26/03/1996","0","10.9",5.5,25
"13846","27/03/1996","0","12.8",5,24
"13847","28/03/1996","0","11.6",4.5,22
"13848","29/03/1996","0","10.4",5,22
"13849","30/03/1996","0","11.5",8,27
"13850","31/03/1996","0","12.9",7,26
"13851","01/04/1996","0","10.1",7,25
"13852","02/04/1996","0","10.2",9.5,24
"13853","03/04/1996","0","11.3",8,24
"13854","04/04/1996","0","13.8",9,25
"13855","05/04/1996","0","14.5",5,23
"13856","06/04/1996","0","10.3",4,22
"13857","07/04/1996","0","5.4",5,19
"13858","08/04/1996","0","8.9",3,18
"13859","09/04/1996","0","9.9",2,23
"13860","10/04/1996","0","12.5",3,26
"13861","11/04/1996","0","14.3",5.5,25.5
"13862","12/04/1996","0","12.2",9,25
"13863","13/04/1996","0","12.7",9,26
"13864","14/04/1996","0","5.2",6,25.5
"13865","15/04/1996","0","14.5",6,27
"13866","16/04/1996","0","10.1",7,27
"13867","17/04/1996","0","14.2",7,27
"13868","18/04/1996","0","12.4",5.5,28
"13869","19/04/1996","0","14.5",6,30
"13870","20/04/1996","0","16",8,30
"13871","21/04/1996","0","9.6",9,30
"13872","22/04/1996","0","14.6",11,27
"13873","23/04/1996","1.5","14.9",10,27
"13874","24/04/1996","0","11.6",8.5,24
"13875","25/04/1996","0","9.9",9,28
"13876","26/04/1996","0","11.6",10,30
"13877","27/04/1996","0","13.1",10,29
"13878","28/04/1996","0.5","10.9",13,27
"13879","29/04/1996","0","11.1",10,25.5
"13880","30/04/1996","0","12.1",9,28
"13881","01/05/1996","0","12.1",8,28
"13882","02/05/1996","0","12.6",12,28
"13883","03/05/1996","0","11.7",12,31
"13884","04/05/1996","0","12.9",12,30
"13885","05/05/1996","0","11.6",13,28
"13886","06/05/1996","0","10.8",13,31
"13887","07/05/1996","0","12.9",13,30
"13888","08/05/1996","0","13.2",12,30
"13889","09/05/1996","0","17.6",10,32
"13890","10/05/1996","0","9.7",9,32
"13891","11/05/1996","0","14",13,31
"13892","12/05/1996","0","9.9",14,29
"13893","13/05/1996","0","13.1",14,30.5
"13894","14/05/1996","0","13.8",13,31
"13895","15/05/1996","0","11.7",13.5,31
"13896","16/05/1996","0","12",15,30
"13897","17/05/1996","0","13.1",14,30
"13898","18/05/1996","0","14.5",13,30
"13899","19/05/1996","0","9.4",14,31.5
"13900","20/05/1996","0","10.2",15,33
"13901","21/05/1996","0","10.8",15,34
"13902","22/05/1996","0","15.5",15,31.5
"13903","23/05/1996","0","12.1",15,31
"13904","24/05/1996","0","13.5",15,30
"13905","25/05/1996","0","13.7",15.5,31
"13906","26/05/1996","0","16.4",16,32
"13907","27/05/1996","0","15.7",15,33
"13908","28/05/1996","0","16.5",15,32
"13909","29/05/1996","0","13.9",15,33
"13910","30/05/1996","0","14.2",16,30.5
"13911","31/05/1996","0","15",15,30
"13912","01/06/1996","0.8","11.8",15,29.5
"13913","02/06/1996","0","10.8",15,27
"13914","03/06/1996","0","12.1",15,27
"13915","04/06/1996","0","11.8",15,28
"13916","05/06/1996","0","13",14,29
"13917","06/06/1996","0","11.4",15,30
"13918","07/06/1996","0","12.8",15,30
"13919","08/06/1996","0","14.1",15.5,27
"13920","09/06/1996","0","15.7",14,28
"13921","10/06/1996","0","16.3",16,29
"13922","11/06/1996","0.6","13.6",16,30
"13923","12/06/1996","0.1","13.2",15,29
"13924","13/06/1996","0","14.6",14,28
"13925","14/06/1996","0.7","14",15,29
"13926","15/06/1996","0","8.5",15,26
"13927","16/06/1996","1","11.2",15,27
"13928","17/06/1996","0","12.4",15,26
"13929","18/06/1996","0","12.4",15,28
"13930","19/06/1996","0","9.6",15,30
"13931","20/06/1996","0","11.7",15.5,30
"13932","21/06/1996","0","12.5",16,32
"13933","22/06/1996","0","14.6",15,31
"13934","23/06/1996","0","15.8",15,31
"13935","24/06/1996","0","16.9",18,31
"13936","25/06/1996","2.5","15.2",17,30
"13937","26/06/1996","0.2","8.6",16,28
"13938","27/06/1996","13.6","13.4",16,27
"13939","28/06/1996","0","15.2",15,28
"13940","29/06/1996","9.1","13.3",15,25
"13941","30/06/1996","10.5","11.2",15,27
"13942","01/07/1996","0","3.7",14,26
"13943","02/07/1996","0","9.9",15,27
"13944","03/07/1996","0","9.2",16,29
"13945","04/07/1996","0","15.8",16,29
"13946","05/07/1996","17.5","15.7",17,28
"13947","06/07/1996","5.8","17.5",14,27
"13948","07/07/1996","0","5.3",14,26
"13949","08/07/1996","2.2","6.2",15,28
"13950","09/07/1996","0.5","5.1",14,27
"13951","10/07/1996","0","6.3",14,28
"13952","11/07/1996","14","12.6",15,28
"13953","12/07/1996","0","12.9",15,27
"13954","13/07/1996","1","8.1",12,28
"13955","14/07/1996","0.6","7.8",13,29
"13956","15/07/1996","0.3","9.8",16,27
"13957","16/07/1996","0","10.6",16,28
"13958","17/07/1996","0.2","11.1",14,28
"13959","18/07/1996","5.5","13.8",15,29
"13960","19/07/1996","0","5.7",16,28
"13961","20/07/1996","0","11.6",15,30
"13962","21/07/1996","0","13.5",16,29
"13963","22/07/1996","0.8","14.3",14,28
"13964","23/07/1996","0","8.9",14,29
"13965","24/07/1996","0.5","11.5",17,28
"13966","25/07/1996","3","13",15,26
"13967","26/07/1996","0","5.6",13,26
"13968","27/07/1996","0","9.4",13,28
"13969","28/07/1996","0","10.8",16,28
"13970","29/07/1996","0","14.4",16,29
"13971","30/07/1996","0","14.6",16,29
"13972","31/07/1996","0.5","13",16.5,29
"13973","01/08/1996","4.8","13.2",16,29
"13974","02/08/1996","1.2","6.4",16,28
"13975","03/08/1996","5.8","7",14,28
"13976","04/08/1996","0","2.3",14,26
"13977","05/08/1996","0","7.8",14,28
"13978","06/08/1996","0","8.5",14,28
"13979","07/08/1996","4.3","11.7",14,28
"13980","08/08/1996","2.6","6.4",14,24
"13981","09/08/1996","7.1","1.3",13,26
"13982","10/08/1996","0","11.4",14,26
"13983","11/08/1996","0","8.4",15,28
"13984","12/08/1996","20.5","7.6",15,28
"13985","13/08/1996","19.5","13.7",15,25
"13986","14/08/1996","0","10.4",13,24
"13987","15/08/1996","5.7","8.5",13,23
"13988","16/08/1996","5","2.4",13,25
"13989","17/08/1996","0","8.3",12,25
"13990","18/08/1996","0","7",12,26
"13991","19/08/1996","15.8","10.6",13,27
"13992","20/08/1996","0.1","7.7",13,25
"13993","21/08/1996","10","8.4",13,26
"13994","22/08/1996","1.7","12.1",13,25
"13995","23/08/1996","23.2","8.3",13,23
"13996","24/08/1996","12.7","10.7",14,19
"13997","25/08/1996","3.5","6.4",15,23
"13998","26/08/1996","0","3.2",14,24
"13999","27/08/1996","0","5.7",14,23
"14000","28/08/1996","12.7","7.9",15,26
"14001","29/08/1996","10.3","8.3",15,25
"14002","30/08/1996","3.6","7.8",13,25
"14003","31/08/1996","1.3","7",15,23
"14004","01/09/1996","5","4.8",15,24
"14005","02/09/1996","6.3","3.3",13,25
"14006","03/09/1996","5","7.2",13,26
"14007","04/09/1996","13.9","5",14,25
"14008","05/09/1996","4.3","8.8",15,24
"14009","06/09/1996","2.8","7.3",15,27
"14010","07/09/1996","21.3","6.3",15,25
"14011","08/09/1996","15.5","12",13,25
"14012","09/09/1996","0","6.8",13,24
"14013","10/09/1996","0","8.6",14,25
"14014","11/09/1996","0.3","9.5",13,24
"14015","12/09/1996","6.5","7.9",14,23
"14016","13/09/1996","2.2","4.4",13,22
"14017","14/09/1996","0","4.1",13,23
"14018","15/09/1996","0","7.7",11,27
"14019","16/09/1996","0","8.9",10,26
"14020","17/09/1996","5","9.6",11,27
"14021","18/09/1996","0","9.6",12,26
"14022","19/09/1996","0.2","6.3",12,25
"14023","20/09/1996","0","8.4",13,26
"14024","21/09/1996","0","8.9",13,27
"14025","22/09/1996","0","10.5",13,27
"14026","23/09/1996","0","11",13,26
"14027","24/09/1996","0","6.4",12,27
"14028","25/09/1996","0","9.7",13,26
"14029","26/09/1996","0.5","9.8",13,27
"14030","27/09/1996","0","9.7",12,27.5
"14031","28/09/1996","0","10.1",12,26
"14032","29/09/1996","0","8.9",11,24
"14033","30/09/1996","0","10.2",11,25
"14034","01/10/1996","0","10",11.5,25
"14035","02/10/1996","22.7","7.4",11,23
"14036","03/10/1996","46.2","8.1",12,15
"14037","04/10/1996","14","2.4",13,14
"14038","05/10/1996","0.2","2.4",12,14
"14039","06/10/1996","0.2","0.4",11,16
"14040","07/10/1996","0.3","0.6",12,17
"14041","08/10/1996","0","4.2",11,20
"14042","09/10/1996","0","6.8",7,21
"14043","10/10/1996","0","7.9",6,22
"14044","11/10/1996","0","7.2",7,22
"14045","12/10/1996","0","6.5",8,22
"14046","13/10/1996","0","9.7",9,23
"14047","14/10/1996","0","7.2",8,24
"14048","15/10/1996","1.7","6.6",8,26
"14049","16/10/1996","0","7.8",9,25
"14050","17/10/1996","0","7.8",7,25
"14051","18/10/1996","0","4.9",7,25
"14052","19/10/1996","0","8.1",6.5,26
"14053","20/10/1996","0","8.9",11,24
"14054","21/10/1996","0","8.3",9,25
"14055","22/10/1996","0","7.7",5,21
"14056","23/10/1996","0","8.5",4,23
"14057","24/10/1996","0","7.8",4,21
"14058","25/10/1996","0","9.2",5,21.5
"14059","26/10/1996","0","9.1",5,21
"14060","27/10/1996","0.4","8.9",12,20
"14061","28/10/1996","0","4",7,27
"14062","29/10/1996","0","7.8",8,28
"14063","30/10/1996","0","6.2",8,27
"14064","31/10/1996","0","9.2",9,26
"14065","01/11/1996","0","9.1",8,25
"14066","02/11/1996","0","7.2",7,24
"14067","03/11/1996","0","10.2",8,25
"14068","04/11/1996","0","9.8",9,27
"14069","05/11/1996","0","8.9",6,27
"14070","06/11/1996","0","8.2",7,25
"14071","07/11/1996","0","6.8",5,23
"14072","08/11/1996","0","9.7",3,19
"14073","09/11/1996","0","8.9",2,20
"14074","10/11/1996","0","9.9",0,21
"14075","11/11/1996","0","9.2",2,20
"14076","12/11/1996","0","6.8",3,20
"14077","13/11/1996","0","7",5,20
"14078","14/11/1996","0","8",3,22
"14079","15/11/1996","0","8.6",4,21
"14080","16/11/1996","0","6.9",5,21
"14081","17/11/1996","0","8.7",3,22
"14082","18/11/1996","0","7.6",3,24
"14083","19/11/1996","0","8.8",4,24
"14084","20/11/1996","0","7.3",3,25
"14085","21/11/1996","0","6.9",5,25
"14086","22/11/1996","0","8.6",5,25
"14087","23/11/1996","0","5.4",6,22
"14088","24/11/1996","0","11.9",7,20
"14089","25/11/1996","0","9.2",-1,18
"14090","26/11/1996","0","5.8",-2,19
"14091","27/11/1996","12.5","5.4",5,19
"14092","28/11/1996","11.5","2.1",2,19
"14093","29/11/1996","0","1.9",9,20
"14094","30/11/1996","0","3.2",1,18
"14095","01/12/1996","0","2.1",1,20
"14096","02/12/1996","3.5","4.3",1,20
"14097","03/12/1996","0","3.1",5,12
"14098","04/12/1996","0","0.6",7,15.5
"14099","05/12/1996","0","2.8",2,20
"14100","06/12/1996","0","6.9",3,22
"14101","07/12/1996","0","9.4",4,20
"14102","08/12/1996","0","8.5",1,20
"14103","09/12/1996","2.5","7",3,24.5
"14104","10/12/1996","0","5.8",6,25
"14105","11/12/1996","0","6.8",4,22.5
"14106","12/12/1996","0","4.4",3,22
"14107","13/12/1996","0","5.9",3,22
"14108","14/12/1996","0","7.8",4,23
"14109","15/12/1996","0","9",3,21
"14110","16/12/1996","0","9.6",2.5,18
"14111","17/12/1996","0","4.1",2,19
"14112","18/12/1996","0","5.5",4,20
"14113","19/12/1996","0","7.1",-3,19
"14114","20/12/1996","0","7.2",-3,20
"14115","21/12/1996","0","6.3",-1,20
"14116","22/12/1996","0","7.8",0.5,22
"14117","23/12/1996","0","5.2",2.5,21
"14118","24/12/1996","0","4.7",-1,20
"14119","25/12/1996","0","5.4",1,21
"14120","26/12/1996","0","5.5",-0.5,19
